x0,y0,z0,x1,y1,z1,q0,q1,sigma_q1
0.0,0.0,-1.0,0.4,0.0,-1.4,-3.3e-15,-3.1116559832972675e-15,1.7343121555234552e-17
0.0,0.0,-1.0,0.4,0.0,-1.3,-3.3e-15,-3.1031502233764043e-15,1.6745519287746872e-17
0.0,0.0,-1.0,0.4,0.0,-1.2,-3.3e-15,-3.0763764377316292e-15,1.6551168202691562e-17
0.0,0.0,-1.0,0.4,0.0,-1.1,-3.3e-15,-3.0989536353312846e-15,1.703111767180133e-17
0.0,0.0,-1.0,0.4,0.0,-1.05,-3.3e-15,-3.0926362388510276e-15,1.757014374021366e-17
0.0,0.0,-1.0,0.4,0.0,-1.02,-3.3e-15,-3.0921091367129367e-15,1.84504482380008e-17
0.0,0.0,-1.0,0.4,0.0,-1.0,-3.3e-15,-3.0994486303602504e-15,1.8242135643736533e-17
0.0,0.0,-1.0,0.4,0.0,-0.98,-3.3e-15,-3.1047814881567003e-15,1.725408868720105e-17
0.0,0.0,-1.0,0.4,0.0,-0.96,-3.3e-15,-3.0961090081968426e-15,1.7863164752431147e-17
0.0,0.0,-1.0,0.4,0.0,-0.94,-3.3e-15,-3.1059405519364236e-15,1.6422631014598293e-17
0.0,0.0,-1.0,0.4,0.0,-0.92,-3.3e-15,-3.067420624052471e-15,1.6617004905074505e-17
0.0,0.0,-1.0,0.4,0.0,-0.9,-3.3e-15,-3.091922234766078e-15,1.6501447365258442e-17
0.0,0.0,-1.0,0.4,0.0,-0.8,-3.3e-15,-3.073873254480944e-15,1.7543169543538176e-17
0.0,0.0,-1.0,0.4,0.0,-0.6,-3.3e-15,-3.1045563100754924e-15,1.9281388009890824e-17
0.0,0.0,-1.0,0.4,0.0,-0.4,-3.3e-15,-3.0338687303211097e-15,1.8681530608961288e-17
0.0,0.0,-1.0,0.4,0.0,-0.2,-3.3e-15,-3.060279541551199e-15,1.723098483914351e-17
0.0,0.0,-1.0,0.4,0.0,0.0,-3.3e-15,-3.125398291253996e-15,1.8221284577765904e-17
0.0,0.0,-1.0,0.4,0.0,0.5,-3.3e-15,-3.0835573235941414e-15,1.8738473009564268e-17
0.0,0.0,-1.0,0.4,0.0,1.0,-3.3e-15,-3.1060752308153487e-15,1.6874855110084727e-17
0.0,0.0,-1.0,0.5,0.0,-1.5,-3.3e-15,-3.121604998763059e-15,1.8672420467602188e-17
0.0,0.0,-1.0,0.5,0.0,-1.4,-3.3e-15,-3.1329528061129617e-15,1.895686602902949e-17
0.0,0.0,-1.0,0.5,0.0,-1.3,-3.3e-15,-3.081996614202643e-15,1.963019113217818e-17
0.0,0.0,-1.0,0.5,0.0,-1.2,-3.3e-15,-3.104744967205409e-15,1.9929849663627113e-17
0.0,0.0,-1.0,0.5,0.0,-1.1,-3.3e-15,-3.125971198093921e-15,1.8921714201174337e-17
0.0,0.0,-1.0,0.5,0.0,-1.05,-3.3e-15,-3.095948195243505e-15,1.7668937037690636e-17
0.0,0.0,-1.0,0.5,0.0,-1.02,-3.3e-15,-3.1051491326584626e-15,1.7696400764360174e-17
0.0,0.0,-1.0,0.5,0.0,-1.0,-3.3e-15,-3.0833004768284054e-15,1.9435520711707508e-17
0.0,0.0,-1.0,0.5,0.0,-0.98,-3.3e-15,-3.0873190219076227e-15,1.829578225710999e-17
0.0,0.0,-1.0,0.5,0.0,-0.96,-3.3e-15,-3.0584533362788374e-15,1.5839002887584033e-17
0.0,0.0,-1.0,0.5,0.0,-0.94,-3.3e-15,-3.0784727471618374e-15,1.910398123486266e-17
0.0,0.0,-1.0,0.5,0.0,-0.92,-3.3e-15,-3.061587334807319e-15,1.7753856791383765e-17
0.0,0.0,-1.0,0.5,0.0,-0.9,-3.3e-15,-3.1138627901350754e-15,1.8434038808028585e-17
0.0,0.0,-1.0,0.5,0.0,-0.8,-3.3e-15,-3.1097606231248115e-15,1.8514616113748227e-17
0.0,0.0,-1.0,0.5,0.0,-0.6,-3.3e-15,-3.1107047389583993e-15,1.91444510435042e-17
0.0,0.0,-1.0,0.5,0.0,-0.4,-3.3e-15,-3.0648036212500725e-15,1.6064520608882504e-17
0.0,0.0,-1.0,0.5,0.0,-0.2,-3.3e-15,-3.1268214816412416e-15,1.7679375467650876e-17
0.0,0.0,-1.0,0.5,0.0,0.0,-3.3e-15,-3.0410622005937095e-15,1.9384233963211627e-17
0.0,0.0,-1.0,0.5,0.0,0.5,-3.3e-15,-3.1071249423319973e-15,1.8047642677225168e-17
0.0,0.0,-1.0,0.5,0.0,1.0,-3.3e-15,-3.0956107221074834e-15,1.876127054031765e-17
0.0,0.0,-1.0,0.0,0.0,-1.5,-3.2000000000000003e-15,-3.0716442456399456e-15,1.8095388834123996e-17
0.0,0.0,-1.0,0.0,0.0,-1.4,-3.2000000000000003e-15,-3.079126882842976e-15,1.9468928440815518e-17
0.0,0.0,-1.0,0.0,0.0,-1.3,-3.2000000000000003e-15,-3.1712971840944778e-15,1.8711789177328693e-17
0.0,0.0,-1.0,0.0,0.0,-1.2,-3.2000000000000003e-15,-3.1787709957987635e-15,1.8671676707806302e-17
0.0,0.0,-1.0,0.0,0.0,-1.1,-3.2000000000000003e-15,-3.373446167376491e-15,1.7992370250837993e-17
0.0,0.0,-1.0,0.0,0.0,-1.05,-3.2000000000000003e-15,-3.4093991216975943e-15,1.723897696632631e-17
0.0,0.0,-1.0,0.0,0.0,-1.02,-3.2000000000000003e-15,-3.117873191150894e-15,1.934758164669788e-17
0.0,0.0,-1.0,0.0,0.0,-0.98,-3.2000000000000003e-15,-2.4932939436648273e-15,1.7618355493255958e-17
0.0,0.0,-1.0,0.0,0.0,-0.96,-3.2000000000000003e-15,-2.350749258087204e-15,1.723006155782892e-17
0.0,0.0,-1.0,0.0,0.0,-0.94,-3.2000000000000003e-15,-2.322174823860598e-15,1.9361926464915506e-17
0.0,0.0,-1.0,0.0,0.0,-0.92,-3.2000000000000003e-15,-2.2689716145447326e-15,1.634313770017976e-17
0.0,0.0,-1.0,0.0,0.0,-0.9,-3.2000000000000003e-15,-2.2603018326785497e-15,1.742651697469375e-17
0.0,0.0,-1.0,0.0,0.0,-0.8,-3.2000000000000003e-15,-2.4678978319705254e-15,1.86992082593718e-17
0.0,0.0,-1.0,0.0,0.0,-0.6,-3.2000000000000003e-15,-2.703519114952462e-15,1.806882080710441e-17
0.0,0.0,-1.0,0.0,0.0,-0.4,-3.2000000000000003e-15,-2.8685286620218015e-15,1.8508345592479194e-17
0.0,0.0,-1.0,0.0,0.0,-0.2,-3.2000000000000003e-15,-2.9759680308646204e-15,1.8495093190769565e-17
0.0,0.0,-1.0,0.0,0.0,0.0,-3.2000000000000003e-15,-2.9886876949624598e-15,1.8214300186616027e-17
0.0,0.0,-1.0,0.0,0.0,0.5,-3.2000000000000003e-15,-3.041058425486673e-15,1.9072763905926887e-17
0.0,0.0,-1.0,0.0,0.0,1.0,-3.2000000000000003e-15,-3.0856218076842853e-15,1.93071212579532e-17
0.0,0.0,-1.0,0.02,0.0,-1.5,-3.2000000000000003e-15,-3.0924059365738694e-15,1.638631139851621e-17
0.0,0.0,-1.0,0.02,0.0,-1.4,-3.2000000000000003e-15,-3.1259917393670454e-15,1.785487699380492e-17
0.0,0.0,-1.0,0.02,0.0,-1.3,-3.2000000000000003e-15,-3.1933999668829875e-15,1.6770787886470084e-17
0.0,0.0,-1.0,0.02,0.0,-1.2,-3.2000000000000003e-15,-3.19553949548596e-15,1.9151249147938912e-17
0.0,0.0,-1.0,0.02,0.0,-1.1,-3.2000000000000003e-15,-3.4383443288888778e-15,1.6922276182919517e-17
0.0,0.0,-1.0,0.02,0.0,-1.05,-3.2000000000000003e-15,-3.420135528115287e-15,1.6919283739090835e-17
0.0,0.0,-1.0,0.02,0.0,-1.02,-3.2000000000000003e-15,-3.1410228110387336e-15,1.9419959559312917e-17
0.0,0.0,-1.0,0.02,0.0,-1.0,-3.2000000000000003e-15,-2.8582358987059313e-15,1.7743246456929072e-17
0.0,0.0,-1.0,0.02,0.0,-0.98,-3.2000000000000003e-15,-2.6054149610501133e-15,1.7278487749977564e-17
0.0,0.0,-1.0,0.02,0.0,-0.96,-3.2000000000000003e-15,-2.3593590858871024e-15,1.9474251343156465e-17
0.0,0.0,-1.0,0.02,0.0,-0.94,-3.2000000000000003e-15,-2.337016732791779e-15,1.7644357390774193e-17
0.0,0.0,-1.0,0.02,0.0,-0.92,-3.2000000000000003e-15,-2.308203938962663e-15,1.779666642232308e-17
0.0,0.0,-1.0,0.02,0.0,-0.9,-3.2000000000000003e-15,-2.3484930177494913e-15,1.7438093231267426e-17
0.0,0.0,-1.0,0.02,0.0,-0.8,-3.2000000000000003e-15,-2.508063731812414e-15,1.7019012132357152e-17
0.0,0.0,-1.0,0.02,0.0,-0.6,-3.2000000000000003e-15,-2.7138602406930717e-15,1.768053568728305e-17
0.0,0.0,-1.0,0.02,0.0,-0.4,-3.2000000000000003e-15,-2.8675383734196792e-15,1.923039835724351e-17
0.0,0.0,-1.0,0.02,0.0,-0.2,-3.2000000000000003e-15,-2.9539494342578782e-15,1.849576586803904e-17
0.0,0.0,-1.0,0.02,0.0,0.0,-3.2000000000000003e-15,-2.9847498262415537e-15,1.680068712187301e-17
0.0,0.0,-1.0,0.02,0.0,0.5,-3.2000000000000003e-15,-3.03276750161062e-15,1.7705702506229424e-17
0.0,0.0,-1.0,0.02,0.0,1.0,-3.2000000000000003e-15,-3.070035037843563e-15,1.7430175297302903e-17
0.0,0.0,-1.0,0.05,0.0,-1.5,-3.2000000000000003e-15,-3.0309098363179856e-15,1.8004119297477237e-17
0.0,0.0,-1.0,0.05,0.0,-1.4,-3.2000000000000003e-15,-3.1212269161457027e-15,1.6480273287761488e-17
0.0,0.0,-1.0,0.05,0.0,-1.3,-3.2000000000000003e-15,-3.1142197764432e-15,1.9420933910760982e-17
0.0,0.0,-1.0,0.05,0.0,-1.2,-3.2000000000000003e-15,-3.1651817605061233e-15,1.8280573550749346e-17
0.0,0.0,-1.0,0.05,0.0,-1.1,-3.2000000000000003e-15,-3.3400739898041707e-15,1.7916958318475412e-17
0.0,0.0,-1.0,0.05,0.0,-1.05,-3.2000000000000003e-15,-3.3439888831338883e-15,1.862491273367625e-17
0.0,0.0,-1.0,0.05,0.0,-1.02,-3.2000000000000003e-15,-3.1195342116236257e-15,2.0615212527168193e-17
0.0,0.0,-1.0,0.05,0.0,-1.0,-3.2000000000000003e-15,-2.939425212698912e-15,1.8592068280974553e-17
0.0,0.0,-1.0,0.05,0.0,-0.98,-3.2000000000000003e-15,-2.6455817252125333e-15,1.828650507787759e-17
0.0,0.0,-1.0,0.05,0.0,-0.96,-3.2000000000000003e-15,-2.4684700762085555e-15,1.6614307420817308e-17
0.0,0.0,-1.0,0.05,0.0,-0.94,-3.2000000000000003e-15,-2.462141866876514e-15,1.8974818477165712e-17
0.0,0.0,-1.0,0.05,0.0,-0.92,-3.2000000000000003e-15,-2.428252057237186e-15,1.7954948447928162e-17
0.0,0.0,-1.0,0.05,0.0,-0.9,-3.2000000000000003e-15,-2.4688605260659076e-15,1.796783865611671e-17
0.0,0.0,-1.0,0.05,0.0,-0.8,-3.2000000000000003e-15,-2.5875350618597443e-15,1.8051184946353447e-17
0.0,0.0,-1.0,0.05,0.0,-0.6,-3.2000000000000003e-15,-2.7716932404370645e-15,1.702724705318848e-17
0.0,0.0,-1.0,0.05,0.0,-0.4,-3.2000000000000003e-15,-2.840653041653135e-15,1.955345649457365e-17
0.0,0.0,-1.0,0.05,0.0,-0.2,-3.2000000000000003e-15,-3.0111305990853493e-15,1.786905261486386e-17
0.0,0.0,-1.0,0.05,0.0,0.0,-3.2000000000000003e-15,-3.019372036095066e-15,1.706373405883758e-17
0.0,0.0,-1.0,0.05,0.0,0.5,-3.2000000000000003e-15,-3.062960031986919e-15,1.873986098308122e-17
0.0,0.0,-1.0,0.05,0.0,1.0,-3.2000000000000003e-15,-3.046244950606109e-15,1.7432028640411374e-17
0.0,0.0,-1.0,0.1,0.0,-1.5,-3.2000000000000003e-15,-3.170298340097486e-15,1.742321463920921e-17
0.0,0.0,-1.0,0.1,0.0,-1.4,-3.2000000000000003e-15,-3.1502261731729147e-15,1.8270415654941753e-17
0.0,0.0,-1.0,0.1,0.0,-1.3,-3.2000000000000003e-15,-3.1422654262128663e-15,1.8333032746132645e-17
0.0,0.0,-1.0,0.1,0.0,-1.2,-3.2000000000000003e-15,-3.1233340214256147e-15,1.827853148174799e-17
0.0,0.0,-1.0,0.1,0.0,-1.1,-3.2000000000000003e-15,-3.2572013624408314e-15,1.827899596937918e-17
0.0,0.0,-1.0,0.1,0.0,-1.05,-3.2000000000000003e-15,-3.2122447977817624e-15,1.789525610110442e-17
0.0,0.0,-1.0,0.1,0.0,-1.02,-3.2000000000000003e-15,-3.088256071913682e-15,1.6841085434891666e-17
0.0,0.0,-1.0,0.1,0.0,-1.0,-3.2000000000000003e-15,-3.0189538273288014e-15,1.778804078070329e-17
0.0,0.0,-1.0,0.1,0.0,-0.98,-3.2000000000000003e-15,-2.869641407560093e-15,1.8176199449688476e-17
0.0,0.0,-1.0,0.1,0.0,-0.96,-3.2000000000000003e-15,-2.8439239471623336e-15,1.7197734812045775e-17
0.0,0.0,-1.0,0.1,0.0,-0.94,-3.2000000000000003e-15,-2.7335337420179005e-15,1.5894372911430405e-17
0.0,0.0,-1.0,0.1,0.0,-0.92,-3.2000000000000003e-15,-2.7348840284533416e-15,1.7649627345990633e-17
0.0,0.0,-1.0,0.1,0.0,-0.9,-3.2000000000000003e-15,-2.7533516232995375e-15,1.6573403144403267e-17
0.0,0.0,-1.0,0.1,0.0,-0.8,-3.2000000000000003e-15,-2.7789690196054935e-15,1.7182856681200566e-17
